,text
241,장점신파극을 없앴다단점 줄거리가 너무 ㅂㅅ 설정오류 겁나 많아. 우리가 코미디 영화 보러온거 아니자나요...게다가 중간중간 몰입을 확 떨어뜨리는 요소가 꽤 있다.거기에 cg는 1이 더 낫다
242,1화보단 덜 재밌다 인물 관계도에서 충격이긴 했는데 좀 지루했음
243,재미없지도 않았지만~그렇다고 썩 재미있지도 않았네요~전 갠적으로 1편이 더 좋았어요.  .주지훈은 멋지두만
244,주지훈 너무 멋있어요스토리가 예상되는데도 재밌음
245,염라 더운날 염라 멋진 염라대왕과 함께 염라 시원한 극장에서 염라  재밌는 신과함께2와 염라 핫한 여름을 보낼 수 있다니 염라 영광이로다.
246,알바좀 작작쓰세요ㅡㅡ 완전 재밌었어요!!
247,진짜 이게 재밌나..? 신과함께 1 2 왜 다 흥행하는지 이유를 모르겠음
248,평점 평균화를 위해 1점 남깁니다. 솔직히 1점짜리 절대 아니지만 벌써 900만 넘고 이런 영화가우리나라 최고 흥행 영화가 될거라는 사실이 안타까워서요. 500만 정도면 적당한 영화라고 봅니다. 3는 제발 안나왔음 ...
249,한국영화 스크린쿼터제 없애고 스크린독점 없애라. 인간적으로 우리나라 영화들은 배우는 제 몫 해내는데 스토리는 똥으로 만들었고 배우빨+배급사빨로 흥행시킴.
250,스크린 독점때문에 1점준다 수고해라
251,한국형 신파극 스토리는 어이없고 눈물은 짜내고 역겹다는 생각이든다. 돈을 보고 영화를 만드는 한국의 현실이 안타깝다.
252,살다살다 이런영화를 돈주고 극장에서 다보네평점찾아보고 진심놀람.. 1이 별2.5개라면 2는 1개도 아깝다 으어... 내시간돌리도...
253,왕유치 ㅠㅠ 돈아깝다... 미션임파서블 볼껄....ㅜㅜ
254,스크린 독점 실화? 인크레더블 보고싶은데 독점 오지네 진짜;;
255,1편이 나았고 영화 끝나고 감독 자부심이 ㅋㅋㅋㅋ풉ㅋㅋㅋ오글오글 저러고 싶을까..본인 이름 얼마나 알리고 싶었으면 크레딧 보고 어이없어 터졌네..
256,신과함께 평점란에 왜 상영관이 많다 얘기하면서 영화를 깎아내리는지 모르겠음 1편이 흥행에 성공했고 2편도 예매율이 굉장히 높은데 상영관 비율이 많은건 당연한거 아닌가? 개인적으로 재미있었고 1편을 재밌게 본 사람이라...
257,억지전개 OO노잼 12
258,"스토리가 가진 개연성이 떨어지니 그걸 일일이 나레이션으로 설명하려다보니 지루함. 하정우는 너무 진지하고, 김향기는 너무 감정적이고, 주지훈은 너무 가벼운데다, 김동욱은 너무 태연함."
259,몇만원주고 가족끼리 이거 보러갈돈으로 맛있는거 사드세요
260,1 점도 아까움 진짜 개노잼 마지막에 반전 빼고는 아 진짜 그냥 개노잼
261,딱 6점 영화다 후반 10분을 위해 중간 전개되는 2시간 이상을 낭비했다. 흐름이 뚝뚝 끊기는 느낌이고 연출이 매끄럽지 못했고. 처음과 중간에 사람들이 다들 지루하고 답답해 하는 이유를 왜 모르지..한국식 결말만 좋...
262,지금 봤는데 전 재미있던데요;;원작이랑 비교해가면서 보는 재미가 있어요막판에 반전까지 잘보고 나왔습니다~
263,8월 2일날 이영화보러갔는데 이거 제가 본 영화 중에 역대급 돈아까운 영화였음.. 관심없는 차사들 전생스토리나 봐야되고 억지로 엮었음.. 엄마랑 봤는데 둘다 잤네요 내용 진짜 이상하고 해외에서도 개봉하는거 같던데 우...
264,쓰레.기  진짜 부끄럽다 한국 관객 수준.
265,알바 아니고 별롭니다..너무 많은 내용 담으려고 하더군요
266,"배우들이 왜 이영화를 찍겠다고 결심한건지가 너무 의문 갑툭튀공룡 오바,개연성이 뭔지 모르는게 분명함뭐가 1편보다 재밌다는거지방금 보고왔는데 인물과거도 하나도 안소름;미션이 진짜 천만배는 더재밌음 한국인인데도 외국영화..."
267,올해 최고의 가족영화다!!가족끼리 다해쳐먹는영화 ㅋㅋㅋ  스토리도 망 감동도 망 감흥도 망 내 눈귀도 망 ㅠㅠ 인터스텔라가 생각나는 영화였다 무인자판기 뒷편에서 표를끊는 나를보며 외치고 싶다 끊지말라고~ㅆ로고톱터려오...
268,알바들이여 일어나라. 평점 낮아지고있다 ㅋㅋㅋ 천만찍은 이유는 간단. 독to the점!!! 쒸줴이의 승리 유후~!
269,제가 평점 진짜 안남기는데 이건 아니다  싶어서씁니다 ㄹㅇ개노잼이고 몰입감 제로에 올해 들어 본 영화중 최악입니다 평점에 속았어요ㅠ
270,1점도 아깝다. 이딴걸 영화라고...
271,"넘 지루했음,,간만에 영화본건데,,,딴거볼걸 후회됨."
272,"난잡한 이야기구성, 형편없는 연출과 편집, CG 재탕, 부장님표 고오급 유머, 넘쳐나는 설정오류들, 볼만한건 주지훈 앞머리뿐. 이딴게 천만을 찍는다고 ? 진짜 쳐돌았거나, 우리를 호갱으로 보는건가? 영화보면서 든 생..."
273,알바 그만 쓰세요... 딱 점수정도에요 웹툰도 다 보고 1편도 봐서 후편에 대한 기대감이 컸는데 휴... 재밌는 부분도 있었지만 너무 난잡해요. 그리고 어색한 대사들 때문에 연기 잘하는 배우들을 발연기로 만든 느낌....
274,저연령 개그+마구잡이식스토리진행+다른장르의연기력혼합... 원작팬이라 그런지 더 아쉬운.. 1편은 신파라고 욕하면서도 울컥하기라도 했는데.. 상영시간내내 무표정으로 있다옴. 스케일이크지만 스토리없고 화려하기만한 중국영...
275,별 생각없이 보긴 했는데 원작 웹툰을 이렇게 재미없게 만들어 놨나 싶을 정도 였습니다 긴 러닝타임에 억지 신파극 끝나기를 기다리며 하품만 했네요
276,영화가 헤어진 전남친 같아...  엄청 질척대
277,진짜 영화가너무지루해 끝나기20~30분전부터 계속시계만봄
278,"1편보고 2편의리로봤는데존나재미없음 역시나 1편도 개노잼인데2편도 개노잼 그나마 마동석 주식,펀드얘기에서피식 그게 끝 개노잼  ㅋ"
279,그냥 개 지루했음 이게 뭔 600만
280,영화관 가서 자본건 너무 오랜만이라...
281,"기대를 많이 해서 그런지 몰라도 진짜 막 이렇게 찬양 받을 정도 아니던데... 딱히 영화를 따져 가며 보는 편도 아니고 웬만하면 다 재밌게 보는데 보는 내내 되게 길다, 언제 끝나지 생각했고 유치하고 오글거리는 장면..."
282,"언플과 알바들과 거품이 만들어준 작품, 유치하다."
283,자다 나왔어요. 어떻게 이게 천만 영화인거예요? 이 영화가 정말 재밌다고요..?? 정말 나만 이상한가 싶어서 영화 관람 전이 아니라 후에 평점 구경한거 초음이네요. 너무 지루해요.... 영화 닥터 이후로 중간에 나올...
284,영화보고 반전거리는 사람들 수준낮은거 인정해라..  알고보니 누가 누구래! 이게 반전이냐? 아침드라마에나올 수준 억지..
285,"빨리 뛰쳐나가고 싶었다. 누구나 알만한 반전아닌 반전??을 무슨 공책돌리면서 보여주고.연결점이라고는 뒤졌는데 손움직이는거로 마지막 재판을 억지로 진행하고, 고놈의 펀드개그는 1도 안웃기는데 계속 치고 오히려 할배가 ..."
286,"진짜 너무 재미 없었음 설정 오류도 수두룩 마동석 초반에 저승사자 때려잡는 이미지로 나오다가 갑자기 굽실 거리며 펀드타령, 캐릭터에 안맞게 대본읽는듯한 대사에 전편은 법경 보더니 이번엔 사람 데려와 심문하다 죽이고 ..."
287,지루하고 뭔가 계속 어색했다
288,지루해 죽는줄.. 억지반전 억지전개
289,이딴 쓰레기가 천만을 넘어버린다면 한국영화의 미래는 분명 어두워질 것이다.
290,0점도 아까운 영화....
291,진짜왜잼잇다고하는지모르겟움ㅡㅡ 그냥물타기ㅡㅡ다들보니까봐야지하는ㅡㅡ
292,1편이  훨씬 좋았음너무 지루해서 자다 나옴;;
293,지루한감도 있었지만 짱재밌었다 ㅜㅜㅜ 다들 연기 잘하시구 갑자기 뭔가가 나오긴 했지만 꿀잼이였다 원일병 마지막에 진짜 귀엽다 진짜 정말 귀엽다  ㅜㅜ마지막 반전 나오는거 진짜 소름
294,개연성도 없는 네러티비에 대충 cg랑 신파 섞어서 원작 모독하는 것도 짜증났느데 2탄또 만들었냐? OO.... 알바 섞어서 이런데서 평점 장난치면서 마케팅비 쓰지 말고...영화나 좀 잘만들어라 상영관 장난치지 말고
295,이거 보잔사람 나와라 진짜 정작 스토리는 5분짜리 나머지는C.G 반전? 이걸 반전이랄수가 있나? 펀드는 왜 자꾸 펀드 무슨 광고하는줄.. 공룡은 또 왜 나와가지고? 염라대왕아들이 하정우였다고? 노올랍지도않지개연성도 ...
296,"결국 신파에 서사구조 엉망 본인들이 1편에 설정해놓은 스토리적 설정은 싸그리 영화 스스로 파괴시키고 빌어쳐먹을 오마주는 ㅉㅉ 어떻게 1,2편 동시 촬영인데 1편 설정이 2편에 깨지는 기가막힌 연출력을 보여줌 ㄷㄷ"
297,지루했다 너무나도 지루했다
298,6점이 적당합니다. 지루한 전개 뻔한스토리
299,기대가 너무 컸네요..
300,폭염이 관객수 올린거여~~
301,관객들도 천년의 세월을 느껴보라고 이렇게 지루하게 만든건가....
302,전설의고향 정도인 영화가 1000만 관객이면 우리나라 영화 산업은 미래가 없다
303,1편에서 억울하게 죽어서 원귀가 된놈이 어떻게 2편에서는 다 잊어버릴수가 있지.. 염라대왕이 관객들 기억을 다 잊어버리게 하길 바란건가 암튼 어리둥절 하면서 cg에 4점 줍니다
304,1편보고 기대 많이 하고 봤는데 2편 그저그랬음같이 본 엄마도 원래 별말 안하는데 재미없다고 하심한번에 너무 많은 이야기를 다뤄서인지 영화에서 말하고자 하는 바를 캐치하지못하겠음나에게는 그저 킬링타임용인것처럼 느껴졌...
305,"미쳤냐 스토리? 존나 ㅂㅅ같네 신파고 나발이고 간에 스토리가 자연스럽게 연결되긴 해야 될거 아냐  그리고 밀언?ㅋㅋㄱㅋ 개그, 코미디하냐? 누구 아이디어냐? 허춘삼도 그런 아이디어는 안짜겠다"
306,평점 실화냐? 원작 기대하고 보시는 분들은 보지마세요
307,네이버 댓글알바의 존재를 깨달은.영화.. 에휴
308,"스토리와 캐릭터 설정이 역시나... 유치하기 짝이 없음, 현실적 세계관을 바탕으로 유치한 스토리로 이어감, 특히 캐릭텅의 배경이 엄청 아동틱한 무한대의 유치함."
309,호불호라서 공작볼까 이거볼까 하다 천만영화라서 볼만하겠지 봤는데 개노잼 올해본 영화중 가장 재미없었음 잠와죽을뻔 ㄷㄷ
310,재미없는걸 재미없다하지 뭔 지랑 생각다르면 알바니 뭐니ㅋㅋ ㄹㅇ 개수준낮네
311,최악의 작품성....
312,알바라뇨 아 진짜 가족끼리와서 버티는중. 정말 재미없고 늘어지고 길어서 괴로워서 보는 중간에 평점 쓰면서 마음을 달래보는중. 아 12000원이 3개... 후..
313,이런걸 영화라고 재밌다고 보니?
314,재미.감동 아무것도볼수없는 상영관 독점으로 흥행한 영화같다 1편에 감동.재미  2편 공룡영화?      두시간동안 난 뭘 본거지ㅋ
315,너무 유치찬란한 한국영화
316,억지로 웃기려고 애쓰는 느낌이여서 너무 부자연스러웠고 김향기양 연기는 오버스럽고 닭살돋을 정도로 오글거려서 참고 봤습니다
317,알바들 너무 많다 진짜 억지눈물 어떻게든 짜내려고 하는 데 ㄹㅇ 1도 안 슬프고 스토리도 뭔지; 진심 평점 믿지마셈; 미션이 1000 배는 더 재밌다.
318,"노잼. 너무 지루하고, 그래픽도 1편이 더 좋은듯"
319,시작부터 중반까지 지루하고 따분함 자는사람도 있더라 핵노잼
320,톰크루즈형 영화가100배 재미있바
321,솔직히  1편 보단 별로였습니다.  중반부에 공룡은 진짜 영화의 흐름을 확  깨는 요소였어요. 뭔가 cg기술을 더  어필하려고 공룡을  끼워 넣은 듯한 느낌~  기대하고 기다렸는데 아쉽습니다.
322,"영화든 , 애니든 뭐든 항상 과거화상씬은 지루하더라..1편에서는 각각지옥의 디테일을 살리고 재판하는 과정이긴장감을 주며 재미있었다면 성주신이야기와 약간의 코믹요소를 빼면 대부분 질 했다"
323,캐릭터가1차원적이고단순한감정표현을함.액자식구성 남발에 집중도 떨어짐.여러가지 상황을 해석하는 재미도 있으면 좋았을텐데 설명을 너무 많이 해서 지루함.공룡이 나와도 긴장감이 없음.영화 보는 관객들 코믹한 장면에 잘 웃...
324,내 평생 이렇게 오글거리는 영화는 처음임. 마동석의 썰 풀때 미사여구가 너무 유치하고  오그라든다
325,도경수 아이돌인데도 연기 잘하고 주지훈도 1편보다 연기가 훨씬 좋았음. 스토리도 1편보다 좋음
326,진짜 1편보다 더욱더 재미있어졌습니다!1편보고 보는게 좋을것같아요 ㅎㅎ마지막에 중요한 내용 있으니깐 꼭보세요 ㅠㅠ 몇몇분들은 모르시고 나가서 못보신분들 계시더라구요 ㅠㅠ그냥 영화관 조명 켜지면 나가세요!진짜 후회합니...
327,신파함께.. 감독의 첨단 CG기술을 자랑하려는 기술력. 전래동화를 엮어놓은듯한 세세한 설명. 결국 생각나는건 주지훈 앞머리내리면 심쿵한다 뿐..
328,개인적으로 최악의 영화... 차사들 과거를 너무 늘려놓아서 전체적으로 ???의 느낌이 강했고 캐릭터 한명마다 짜증나는 점이 하나씩 있어서 정가는 캐릭터없이 영화보는 내내 짜증났어요 마지막 20분을 위해 두시간을 낭비...
329,토요일18시30분 명동cgv 와이프하고 둘이 관람함.알바가 아님을 알림.조잡한cg난데없는 공룡등장 너무 과하다싶은 과거 회상 어거지성 스토리 답답한 진행 전편에 비해 아주 조잡하기 그지없는 작품성을 보여줍니다.보통 ...
330,전편이 차라리나앗음..
331,뭐가 댓글알밤지는 나도 모르지만 진짜 그냥 1편에 이어 본 사람이 말하자면.. 1편이 너무 신파+동정팔이고 천만까지는 아닌데..~ 싶엇던 분들은 2 보지 마세요 진짜... 진짜 이건 망작으로 내 인생 영화임. 이건 ...
332,전편때문에 봤는데 완전 쓰레기네요중구난방에 산만하고 중요한 전생의 인연은 대충 다루면서 쓸데없는 사족은 너무 많고 유머코드는 너무너무 진부하고거금들여 이런걸 만들다니 아깝습니다
333,1점이 알바? ㅋㅋㅋ 얼굴에 그린스크린 비치는거랑 갑분싸 공룡나오는거랑 그리고 그 공룡이 쥬라기월드에 대한 오마주입니다~이러는대 이건 영화가 아니라 그냥 지들 회사 광고하는거지 오마주?? 원작에 대한 예의나 좀 지키...
